Employee_ID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany
226,59,No,Travel_Rarely,Research & Development,3,BS,Life Sciences,Male,Research Scientist,4,Married,2177,No,3,7,3,1
227,37,No,Travel_Frequently,Sales,4,MS,Marketing,Male,Sales Representative,4,Divorced,2793,No,3,13,3,9
228,29,No,Travel_Frequently,Sales,1,Matric,Medical,Female,Sales Executive,4,Married,7918,No,3,11,3,11
229,35,No,Travel_Frequently,Sales,1,BS,Marketing,Female,Sales Executive,3,Single,8789,No,3,10,4,10
230,29,Yes,Travel_Rarely,Research & Development,18,Matric,Medical,Male,Research Scientist,4,Single,2389,Yes,3,4,2,4
231,52,No,Travel_Rarely,Research & Development,2,BS,Life Sciences,Female,Laboratory Technician,4,Single,3212,No,3,6,2,2
232,42,No,Travel_Rarely,Research & Development,4,FSc,Technical Degree,Male,Manager,4,Married,19232,No,3,22,3,22
233,59,No,Travel_Rarely,Human Resources,6,FSc,Medical,Male,Human Resources,3,Married,2267,No,3,7,2,2
234,50,No,Travel_Rarely,Sales,1,MS,Medical,Female,Manager,4,Divorced,19517,No,3,32,2,7
235,33,Yes,Travel_Rarely,Research & Development,14,BS,Medical,Male,Laboratory Technician,4,Married,2436,Yes,3,8,1,5
236,43,No,Travel_Rarely,Sales,16,BS,Marketing,Female,Manager,4,Married,16064,Yes,4,22,3,17
237,33,Yes,Travel_Rarely,Research & Development,2,FSc,Life Sciences,Female,Laboratory Technician,1,Married,2707,No,4,13,4,9
238,52,No,Non-Travel,Sales,2,MS,Life Sciences,Male,Manager,3,Single,19068,Yes,3,33,4,33
239,32,No,Travel_Rarely,Sales,4,FSc,Life Sciences,Female,Sales Representative,2,Married,3931,No,3,6,3,4
240,32,Yes,Travel_Rarely,Research & Development,1,BS,Life Sciences,Male,Laboratory Technician,3,Single,3730,Yes,3,4,1,3
241,39,No,Travel_Rarely,Research & Development,1,MS,Medical,Female,Laboratory Technician,3,Divorced,2232,No,3,7,3,3
242,32,No,Non-Travel,Sales,26,MS,Marketing,Male,Sales Executive,4,Married,4465,No,3,4,3,3
243,41,No,Travel_Rarely,Research & Development,19,FSc,Life Sciences,Male,Research Scientist,1,Divorced,3072,No,3,17,2,1
244,40,No,Travel_Rarely,Research & Development,24,FSc,Technical Degree,Male,Research Scientist,4,Divorced,3319,No,3,9,3,9
245,45,No,Travel_Rarely,Research & Development,1,BS,Other,Male,Manager,4,Married,19202,No,3,25,3,24
246,31,No,Travel_Frequently,Research & Development,3,MS,Medical,Male,Research Director,3,Divorced,13675,No,3,9,3,2
247,33,No,Travel_Rarely,Research & Development,5,MS,Life Sciences,Female,Research Scientist,4,Married,2911,No,3,2,2,2
248,34,No,Travel_Rarely,Research & Development,2,MS,Life Sciences,Male,Manufacturing Director,1,Married,5957,No,3,13,3,11
249,37,No,Travel_Rarely,Research & Development,1,FSc,Medical,Female,Research Scientist,1,Married,3920,No,3,17,2,3
250,45,No,Travel_Frequently,Research & Development,7,MS,Life Sciences,Male,Manufacturing Director,3,Married,6434,No,3,9,3,3
251,37,Yes,Travel_Frequently,Research & Development,10,BS,Medical,Male,Manufacturing Director,3,Divorced,10048,No,3,17,3,1
252,39,No,Travel_Frequently,Research & Development,2,MS,Technical Degree,Female,Healthcare Representative,3,Single,10938,No,4,20,3,19
253,29,No,Travel_Rarely,Research & Development,15,BS,Life Sciences,Male,Research Scientist,4,Single,2340,No,3,6,3,6
254,42,No,Travel_Rarely,Research & Development,17,FSc,Life Sciences,Female,Research Scientist,1,Single,6545,Yes,3,10,3,3
255,29,No,Travel_Rarely,Sales,20,FSc,Marketing,Male,Sales Executive,4,Divorced,6931,No,3,10,3,3
256,25,No,Travel_Rarely,Research & Development,1,BS,Life Sciences,Female,Manufacturing Director,3,Married,4898,No,3,5,3,4
257,42,No,Travel_Rarely,Research & Development,2,BS,Medical,Female,Laboratory Technician,1,Divorced,2593,Yes,3,10,3,9
258,40,No,Travel_Rarely,Research & Development,2,FSc,Medical,Male,Research Director,3,Divorced,19436,No,3,22,3,21
259,51,No,Travel_Rarely,Research & Development,1,BS,Life Sciences,Male,Research Scientist,4,Married,2723,No,3,1,2,1
260,31,Yes,Travel_Frequently,Research & Development,29,FSc,Medical,Male,Laboratory Technician,2,Single,3479,No,3,6,4,5
261,32,No,Travel_Frequently,Research & Development,7,BS,Life Sciences,Male,Laboratory Technician,2,Married,2794,No,4,5,1,5
262,38,No,Non-Travel,Sales,2,FSc,Life Sciences,Male,Sales Executive,4,Married,5249,No,3,13,3,8
263,32,No,Travel_Rarely,Research & Development,2,Matric,Technical Degree,Male,Laboratory Technician,1,Single,2176,No,3,9,3,6
264,46,No,Travel_Rarely,Sales,2,BS,Technical Degree,Female,Manager,2,Married,16872,Yes,3,28,2,7
265,28,Yes,Travel_Rarely,Research & Development,2,MS,Life Sciences,Male,Laboratory Technician,3,Single,3485,No,3,5,1,0
266,29,No,Travel_Rarely,Sales,2,BS,Medical,Male,Sales Executive,2,Married,6644,No,3,10,3,0
267,31,No,Travel_Rarely,Research & Development,23,BS,Medical,Male,Healthcare Representative,4,Married,5582,No,4,10,3,9
268,25,No,Non-Travel,Research & Development,5,FSc,Life Sciences,Male,Healthcare Representative,1,Divorced,4000,No,3,6,3,6
269,45,No,Travel_Rarely,Research & Development,20,FSc,Medical,Male,Healthcare Representative,4,Married,13496,Yes,3,21,3,20
270,36,No,Travel_Rarely,Research & Development,6,BS,Life Sciences,Male,Laboratory Technician,4,Married,3210,No,3,16,3,15
271,55,No,Travel_Rarely,Research & Development,1,BS,Medical,Male,Manager,1,Single,19045,Yes,3,37,3,36
272,47,Yes,Non-Travel,Research & Development,29,MS,Life Sciences,Male,Manager,2,Married,11849,Yes,3,10,2,10
273,28,No,Travel_Rarely,Research & Development,9,BS,Medical,Male,Research Scientist,4,Married,2070,No,4,5,2,5
274,37,No,Travel_Rarely,Sales,6,MS,Medical,Male,Sales Executive,4,Married,6502,No,3,7,4,5
275,21,No,Travel_Rarely,Research & Development,3,FSc,Medical,Male,Research Scientist,3,Single,3230,No,3,3,4,3
276,37,No,Non-Travel,Research & Development,1,MS,Medical,Female,Research Director,4,Divorced,13603,Yes,3,15,3,5
277,35,No,Travel_Rarely,Research & Development,22,BS,Life Sciences,Female,Manager,2,Divorced,11996,No,3,10,2,7
278,38,No,Travel_Rarely,Sales,7,FSc,Medical,Female,Sales Executive,1,Divorced,5605,Yes,4,8,3,8
279,26,No,Travel_Frequently,Research & Development,1,BS,Life Sciences,Female,Manufacturing Director,2,Divorced,6397,No,4,6,1,6
280,50,No,Travel_Rarely,Research & Development,4,Matric,Life Sciences,Male,Research Director,2,Divorced,19144,No,3,28,2,10
281,53,No,Travel_Rarely,Research & Development,3,MS,Medical,Male,Research Director,3,Married,17584,Yes,3,21,2,5
282,42,No,Travel_Rarely,Sales,1,Matric,Life Sciences,Male,Sales Executive,3,Married,4907,No,4,20,3,20
283,29,No,Travel_Frequently,Sales,2,FSc,Life Sciences,Male,Sales Executive,4,Single,4554,No,3,10,2,10
284,55,No,Travel_Rarely,Research & Development,20,FSc,Technical Degree,Male,Laboratory Technician,4,Married,5415,Yes,3,12,3,10
285,26,No,Travel_Frequently,Research & Development,11,FSc,Medical,Male,Healthcare Representative,1,Married,4741,Yes,3,5,3,5
286,37,No,Travel_Rarely,Research & Development,1,BS,Life Sciences,Female,Research Scientist,4,Single,2115,No,3,17,3,17
287,44,Yes,Travel_Frequently,Research & Development,24,BS,Life Sciences,Male,Laboratory Technician,3,Divorced,3161,Yes,4,19,1,1
288,38,No,Travel_Rarely,Research & Development,23,MS,Life Sciences,Male,Healthcare Representative,4,Divorced,5745,No,3,10,3,2
289,26,Yes,Travel_Rarely,Research & Development,16,MS,Medical,Male,Laboratory Technician,2,Divorced,2373,Yes,3,5,3,3
290,28,No,Travel_Rarely,Research & Development,8,FSc,Life Sciences,Female,Research Scientist,4,Single,3310,No,4,5,3,5
291,49,No,Travel_Frequently,Research & Development,10,MS,Life Sciences,Female,Research Director,1,Single,18665,Yes,3,22,3,3
292,36,No,Travel_Rarely,Research & Development,3,BS,Technical Degree,Male,Research Scientist,2,Single,4485,No,3,10,3,8
293,31,No,Travel_Frequently,Sales,5,BS,Marketing,Female,Sales Representative,2,Divorced,2789,No,3,2,2,2
294,26,Yes,Travel_Rarely,Sales,4,MS,Marketing,Male,Sales Executive,4,Single,5828,Yes,3,8,3,8
295,37,No,Travel_Frequently,Research & Development,9,BS,Medical,Male,Research Scientist,4,Married,2326,Yes,3,4,2,4
296,42,No,Travel_Frequently,Sales,26,BS,Marketing,Female,Sales Executive,2,Married,13525,No,3,23,4,20
297,18,Yes,Travel_Rarely,Research & Development,3,BS,Life Sciences,Male,Laboratory Technician,3,Single,1420,No,3,0,3,0
298,35,No,Travel_Rarely,Sales,16,BS,Marketing,Male,Sales Executive,2,Married,8020,No,3,12,2,11
299,36,No,Travel_Frequently,Research & Development,18,MS,Life Sciences,Male,Laboratory Technician,4,Married,3688,No,3,4,3,1
300,51,No,Travel_Rarely,Research & Development,2,BS,Medical,Male,Manufacturing Director,2,Divorced,5482,No,3,13,3,4
301,41,No,Travel_Rarely,Sales,2,MS,Life Sciences,Male,Manager,2,Single,16015,No,3,22,3,22
302,18,No,Travel_Rarely,Sales,10,BS,Medical,Female,Sales Representative,3,Single,1200,No,3,0,3,0
303,28,No,Travel_Rarely,Research & Development,16,FSc,Medical,Male,Healthcare Representative,1,Single,5661,No,3,9,3,8
304,31,No,Travel_Rarely,Sales,7,BS,Technical Degree,Male,Sales Executive,4,Married,6929,No,3,10,2,8
305,39,No,Travel_Rarely,Research & Development,1,BS,Medical,Male,Healthcare Representative,4,Divorced,9613,No,3,19,2,18
306,36,No,Non-Travel,Research & Development,24,MS,Life Sciences,Female,Laboratory Technician,2,Married,5674,No,3,11,3,9
307,32,No,Travel_Rarely,Sales,7,BS,Life Sciences,Male,Sales Executive,3,Married,5484,No,3,13,2,13
308,38,No,Travel_Rarely,Research & Development,25,FSc,Life Sciences,Female,Research Director,2,Married,12061,No,3,19,3,10
309,58,No,Non-Travel,Research & Development,1,MS,Life Sciences,Male,Healthcare Representative,3,Divorced,5660,Yes,3,12,3,5
310,31,No,Travel_Rarely,Research & Development,5,MS,Technical Degree,Male,Research Scientist,4,Married,4821,Yes,3,6,3,5
311,31,No,Travel_Rarely,Human Resources,2,BS,Human Resources,Male,Human Resources,1,Married,6410,No,3,9,3,2
312,45,No,Travel_Frequently,Research & Development,7,BS,Life Sciences,Male,Laboratory Technician,1,Divorced,5210,No,3,24,3,24
313,31,No,Travel_Rarely,Research & Development,2,MS,Life Sciences,Male,Research Scientist,4,Divorced,2695,Yes,3,3,1,2
314,33,No,Travel_Frequently,Research & Development,5,MS,Life Sciences,Female,Manager,2,Married,11878,No,3,12,3,10
315,39,No,Travel_Rarely,Research & Development,10,Matric,Medical,Male,Manager,1,Married,17068,Yes,3,21,3,21
316,43,No,Travel_Frequently,Research & Development,10,MS,Life Sciences,Female,Laboratory Technician,4,Single,2455,No,3,9,3,8
317,49,No,Travel_Rarely,Research & Development,1,FSc,Technical Degree,Female,Healthcare Representative,3,Single,13964,Yes,3,25,3,7
318,52,Yes,Travel_Rarely,Research & Development,8,MS,Medical,Male,Research Scientist,2,Married,4941,No,3,11,2,8
319,27,No,Travel_Rarely,Research & Development,5,BS,Life Sciences,Female,Research Scientist,2,Single,2478,Yes,3,4,2,4
320,32,No,Travel_Rarely,Sales,8,FSc,Technical Degree,Female,Sales Executive,2,Married,5228,Yes,3,13,3,13
321,27,No,Travel_Rarely,Sales,2,BS,Life Sciences,Male,Sales Executive,3,Single,4478,Yes,3,5,3,5
322,31,No,Travel_Rarely,Sales,7,BS,Marketing,Male,Sales Executive,4,Divorced,7547,No,3,13,3,7
323,32,No,Travel_Rarely,Research & Development,2,MS,Medical,Female,Research Scientist,4,Single,5055,No,3,10,2,7
324,28,Yes,Travel_Rarely,Research & Development,2,MS,Medical,Male,Research Scientist,4,Married,3464,Yes,3,5,2,3
325,30,No,Travel_Rarely,Research & Development,28,FSc,Medical,Female,Research Scientist,4,Married,5775,No,3,11,3,10
326,31,No,Travel_Frequently,Research & Development,7,FSc,Life Sciences,Female,Manufacturing Director,3,Married,8943,No,4,10,3,10
327,39,No,Travel_Frequently,Research & Development,7,FSc,Medical,Male,Manager,4,Married,19272,No,3,21,3,21
328,39,Yes,Travel_Rarely,Sales,3,FSc,Medical,Female,Sales Executive,3,Married,5238,Yes,3,12,2,1
329,33,No,Travel_Frequently,Sales,10,BS,Marketing,Male,Sales Executive,4,Single,4682,No,3,9,2,7
330,47,No,Travel_Rarely,Research & Development,5,PHD,Life Sciences,Male,Research Director,3,Married,18300,No,3,21,3,3
331,43,No,Travel_Frequently,Research & Development,10,MS,Life Sciences,Female,Laboratory Technician,3,Divorced,5257,No,3,9,4,9
332,27,No,Non-Travel,Sales,1,Matric,Marketing,Male,Sales Executive,2,Married,6349,Yes,3,6,3,5
333,54,No,Travel_Frequently,Research & Development,20,MS,Life Sciences,Female,Research Scientist,3,Single,4869,No,3,20,2,4
334,43,No,Travel_Rarely,Research & Development,7,BS,Life Sciences,Female,Healthcare Representative,1,Married,9985,No,3,10,2,1
335,45,No,Travel_Rarely,Research & Development,8,MS,Other,Male,Research Scientist,4,Married,3697,No,3,12,3,10
336,40,No,Travel_Rarely,Sales,1,FSc,Medical,Male,Sales Executive,4,Married,7457,Yes,4,6,2,4
337,29,Yes,Travel_Rarely,Research & Development,8,MS,Other,Male,Laboratory Technician,1,Married,2119,Yes,3,7,2,7
338,29,No,Travel_Rarely,Research & Development,9,PHD,Other,Male,Laboratory Technician,4,Single,3983,No,3,4,3,3
339,30,No,Travel_Rarely,Sales,5,BS,Marketing,Female,Sales Executive,3,Divorced,6118,No,3,10,3,10
340,27,No,Travel_Rarely,Sales,8,MS,Marketing,Female,Sales Executive,2,Married,6214,No,3,8,3,8
341,37,No,Travel_Rarely,Research & Development,5,FSc,Medical,Male,Manufacturing Director,4,Divorced,6347,No,3,8,2,6
342,38,No,Travel_Rarely,Research & Development,15,FSc,Life Sciences,Male,Research Director,4,Divorced,11510,Yes,3,12,3,11
343,31,No,Travel_Rarely,Research & Development,7,MS,Medical,Female,Manufacturing Director,4,Single,7143,Yes,3,11,2,11
344,29,No,Travel_Rarely,Sales,10,Matric,Marketing,Female,Sales Executive,2,Divorced,8268,Yes,3,7,3,7
345,35,No,Travel_Rarely,Research & Development,5,MS,Technical Degree,Male,Manufacturing Director,2,Single,8095,No,3,17,3,16
346,23,No,Travel_Rarely,Research & Development,26,Matric,Life Sciences,Male,Research Scientist,4,Divorced,2904,No,3,4,2,4
347,41,No,Travel_Rarely,Research & Development,6,BS,Medical,Male,Manufacturing Director,2,Single,6032,Yes,3,8,3,5
348,47,No,Travel_Frequently,Sales,4,Matric,Medical,Male,Sales Representative,3,Single,2976,No,3,5,3,0
349,42,No,Travel_Rarely,Research & Development,23,PHD,Life Sciences,Female,Research Director,4,Single,15992,No,3,16,3,1
350,29,No,Non-Travel,Sales,2,BS,Life Sciences,Male,Sales Executive,3,Married,4649,No,3,4,2,4
351,42,No,Travel_Rarely,Human Resources,2,Matric,Technical Degree,Male,Human Resources,3,Divorced,2696,Yes,3,4,3,3
352,32,No,Travel_Rarely,Research & Development,2,BS,Medical,Female,Laboratory Technician,2,Married,2370,No,3,8,3,8
353,48,No,Travel_Rarely,Sales,29,Matric,Medical,Female,Manager,3,Married,12504,No,4,15,1,0
354,37,No,Travel_Rarely,Research & Development,6,BS,Medical,Male,Research Scientist,1,Divorced,5974,Yes,3,13,3,7
355,30,No,Non-Travel,Sales,25,FSc,Technical Degree,Female,Sales Executive,3,Married,4736,Yes,3,4,4,2
356,26,No,Travel_Rarely,Sales,1,BS,Life Sciences,Male,Sales Executive,3,Married,5296,No,3,8,3,8
357,42,No,Travel_Rarely,Research & Development,2,MS,Other,Male,Healthcare Representative,4,Single,6781,No,4,14,3,1
358,21,Yes,Travel_Frequently,Sales,1,Matric,Technical Degree,Female,Sales Representative,2,Single,2174,Yes,3,3,3,3
359,36,No,Non-Travel,Sales,1,PHD,Medical,Female,Sales Executive,4,Single,6653,No,3,7,3,1
360,36,No,Travel_Frequently,Sales,3,MS,Medical,Male,Sales Executive,4,Married,9699,No,3,16,3,13
361,57,No,Travel_Rarely,Research & Development,1,MS,Medical,Male,Healthcare Representative,3,Married,6755,No,3,15,3,3
362,40,No,Travel_Rarely,Research & Development,10,MS,Life Sciences,Female,Laboratory Technician,3,Married,2213,Yes,3,10,3,7
363,21,No,Non-Travel,Sales,9,FSc,Medical,Male,Sales Representative,4,Single,2610,No,4,3,2,3
364,33,Yes,Travel_Rarely,Sales,5,BS,Marketing,Female,Sales Representative,3,Single,2851,Yes,3,1,3,1
365,37,No,Travel_Rarely,Research & Development,10,BS,Medical,Female,Laboratory Technician,1,Married,3452,No,4,17,3,5
366,46,No,Non-Travel,Research & Development,7,MS,Medical,Female,Manufacturing Director,3,Married,5258,No,3,7,4,1
367,41,Yes,Travel_Frequently,Sales,4,BS,Marketing,Male,Sales Executive,2,Single,9355,No,3,8,3,8
368,50,No,Travel_Rarely,Research & Development,10,BS,Technical Degree,Male,Healthcare Representative,4,Single,10496,No,3,20,3,4
369,40,Yes,Travel_Rarely,Sales,22,FSc,Marketing,Male,Sales Executive,3,Married,6380,Yes,3,8,3,6
370,31,No,Travel_Rarely,Research & Development,9,MS,Life Sciences,Male,Research Scientist,2,Single,2657,Yes,3,3,3,2
371,21,Yes,Travel_Rarely,Sales,12,BS,Life Sciences,Female,Sales Representative,2,Single,2716,No,3,1,3,1
372,29,No,Travel_Rarely,Research & Development,23,BS,Life Sciences,Male,Research Scientist,4,Single,2201,No,3,6,3,3
373,35,No,Travel_Rarely,Research & Development,9,MS,Life Sciences,Male,Healthcare Representative,2,Single,6540,No,3,10,3,1
374,27,No,Travel_Rarely,Research & Development,1,FSc,Medical,Male,Laboratory Technician,2,Divorced,3816,No,3,5,3,5
375,28,No,Travel_Rarely,Sales,9,MS,Life Sciences,Male,Sales Executive,4,Single,5253,No,3,7,3,7
376,49,No,Travel_Rarely,Research & Development,7,BS,Other,Male,Healthcare Representative,3,Single,10965,No,4,26,3,5
377,51,No,Travel_Rarely,Sales,14,FSc,Life Sciences,Female,Sales Executive,4,Married,4936,No,3,18,2,7
378,36,No,Travel_Rarely,Research & Development,2,BS,Life Sciences,Female,Research Scientist,3,Married,2543,No,3,6,3,2
379,34,Yes,Non-Travel,Sales,19,BS,Marketing,Male,Sales Executive,4,Single,5304,Yes,3,9,2,5
380,55,No,Travel_Rarely,Research & Development,2,BS,Life Sciences,Female,Manager,4,Single,16659,Yes,3,30,3,5
381,24,No,Travel_Rarely,Sales,10,MS,Marketing,Female,Sales Executive,3,Divorced,4260,Yes,3,5,4,5
382,30,No,Travel_Rarely,Sales,2,Matric,Technical Degree,Male,Sales Representative,2,Married,2476,No,3,1,3,1
383,26,Yes,Travel_Frequently,Research & Development,3,Matric,Technical Degree,Male,Research Scientist,1,Single,3102,No,4,7,3,6
384,22,No,Travel_Rarely,Research & Development,11,BS,Medical,Female,Research Scientist,2,Married,2244,No,3,2,3,2
385,36,No,Travel_Rarely,Sales,2,FSc,Medical,Male,Sales Executive,3,Married,7596,No,3,10,3,10
386,30,Yes,Travel_Frequently,Research & Development,4,BS,Technical Degree,Male,Research Scientist,4,Single,2285,Yes,4,3,3,1
387,37,No,Travel_Rarely,Research & Development,14,BS,Life Sciences,Female,Laboratory Technician,1,Divorced,3034,No,3,18,2,18
388,40,No,Travel_Rarely,Sales,2,FSc,Marketing,Female,Sales Executive,2,Divorced,5715,No,3,8,3,5
389,42,No,Travel_Rarely,Research & Development,1,MS,Life Sciences,Female,Laboratory Technician,1,Divorced,2576,No,3,8,3,5
390,37,No,Travel_Rarely,Research & Development,10,MS,Life Sciences,Male,Manufacturing Director,2,Single,4197,Yes,3,18,2,1
391,43,No,Travel_Rarely,Research & Development,12,BS,Life Sciences,Male,Research Director,2,Divorced,14336,No,3,25,3,25
392,40,No,Travel_Rarely,Research & Development,2,BS,Medical,Female,Laboratory Technician,3,Married,3448,No,4,20,3,1
393,54,No,Travel_Rarely,Research & Development,5,FSc,Medical,Male,Research Director,1,Married,19406,No,3,24,2,4
394,34,No,Non-Travel,Sales,4,MS,Marketing,Female,Sales Executive,3,Married,6538,No,3,6,3,3
395,31,No,Travel_Rarely,Research & Development,7,FSc,Medical,Female,Manufacturing Director,1,Married,4306,No,3,13,1,13
396,43,No,Travel_Frequently,Research & Development,21,BS,Medical,Male,Laboratory Technician,4,Married,2258,No,4,8,3,3
397,43,No,Travel_Rarely,Research & Development,8,MS,Other,Female,Healthcare Representative,3,Divorced,4522,Yes,3,8,3,5
